"game_version","upgrade_a","name_a","upgrade_b","name_b","eligibility","blockers_including_prerequisites","a_first_dependency_order","b_first_dependency_order","base_stats_in_both_orders","scope"
"3.0.0-development","aftershock","Aftershock","coolant-rounds","Coolant Rounds","blocked","different paths: cryogenic + demolition","shellshock > aftershock > coolant-rounds","coolant-rounds > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","deep-freeze","Deep Freeze","blocked","different paths: cryogenic + demolition","shellshock > aftershock > coolant-rounds > deep-freeze","coolant-rounds > deep-freeze > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","icebreaker","Icebreaker","blocked","different paths: cryogenic + demolition","shellshock > aftershock > coolant-rounds > deep-freeze > icebreaker","coolant-rounds > deep-freeze > icebreaker > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","cold-snap","Cold Snap","blocked","different paths: cryogenic + demolition","shellshock > aftershock > coolant-rounds > cold-snap","coolant-rounds > cold-snap > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","cold-front","Cold Front","blocked","different paths: cryogenic + demolition","shellshock > aftershock > coolant-rounds > cold-snap > cold-front","coolant-rounds > cold-snap > cold-front > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","suspension","Suspension","blocked","different paths: demolition + stasis","shellshock > aftershock > suspension","suspension > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","crosshatch","Crosshatch","blocked","different paths: demolition + stasis","shellshock > aftershock > suspension > crosshatch","suspension > crosshatch > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","thread-the-needle","Thread the Needle","blocked","different paths: demolition + stasis","shellshock > aftershock > suspension > crosshatch > thread-the-needle","suspension > crosshatch > thread-the-needle > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","tripline","Tripline","blocked","different paths: demolition + stasis","shellshock > aftershock > suspension > tripline","suspension > tripline > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","chain-release","Chain Release","blocked","different paths: demolition + stasis","shellshock > aftershock > suspension > tripline > chain-release","suspension > tripline > chain-release > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","retrace","Retrace","allowed with prerequisites","","shellshock > aftershock > recall > retrace","recall > retrace > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","wallrunner","Wallrunner","allowed with prerequisites","","shellshock > aftershock > light > wallrunner","light > wallrunner > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","air-brake","Air Brake","allowed with prerequisites","","shellshock > aftershock > kick > air-brake","kick > air-brake > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","grapnel","Grapnel","allowed with prerequisites","","shellshock > aftershock > tether > grapnel","tether > grapnel > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","convoy","Convoy","blocked","different paths: demolition + stasis","shellshock > aftershock > suspension > crosshatch > convoy","suspension > crosshatch > convoy > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","thermal-shock","Thermal Shock","blocked","different paths: cryogenic + demolition","shellshock > aftershock > coolant-rounds > cinder > thermal-shock","coolant-rounds > cinder > thermal-shock > shellshock > aftershock","not applicable","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","corner-pocket","Corner Pocket","allowed with prerequisites","","shellshock > aftershock > banker > corner-pocket","banker > corner-pocket > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","scrap-feed","Scrap Feed","allowed with prerequisites","","shellshock > aftershock > split > scrap-feed","split > scrap-feed > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","spoof","Spoof","allowed with prerequisites","","shellshock > aftershock > spoof","spoof > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","standing-orders","Standing Orders","allowed with prerequisites","","shellshock > aftershock > spoof > standing-orders","spoof > standing-orders > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","priority-target","Priority Target","allowed with prerequisites","","shellshock > aftershock > spoof > standing-orders > priority-target","spoof > standing-orders > priority-target > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","cross-talk","Cross Talk","allowed with prerequisites","","shellshock > aftershock > spoof > cross-talk","spoof > cross-talk > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","aftershock","Aftershock","dead-switch","Dead Switch","allowed with prerequisites","","shellshock > aftershock > spoof > cross-talk > dead-switch","spoof > cross-talk > dead-switch > shellshock > aftershock","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
